method,seed,grid_size,rm_variant,rm_input_mode,rm_hidden,rm_layers,outer_iter,true_eval_return,learned_eval_return,true_ndh,true_ndh_norm,true_autc,true_autc_norm,reward_model_drift,reward_model_pref_accuracy,clip_epsilon,clip_eps_base,critic_error,approx_policy_kl,preference_dataset_size,rm_updated
fixed_rm,0,10,full_rm,onehot,96,2,22,-0.19000000000000028,5.633174347877502,-0.8820000000000003,-0.9635833940276767,0.19915151515151497,0.4615639276964841,0.0,0.7833333333333333,0.2,0.2,nan,0.0016598988173909721,128,0
fixed_rm,0,10,full_rm,onehot,96,2,23,-0.16133333333333358,5.159645434220632,-0.8533333333333336,-0.9322651128914785,0.1828550724637679,0.44376009373317704,0.0,0.7833333333333333,0.2,0.2,nan,0.006843902189050405,128,0
fixed_rm,0,10,full_rm,onehot,96,2,24,-0.25733333333333364,6.677046826481819,-0.9493333333333337,-1.0371449380917699,0.16651388888888868,0.42590738043214366,0.0,0.7833333333333333,0.2,0.2,nan,0.003603830693072947,128,0
fixed_rm,1,10,full_rm,onehot,96,2,0,-0.5840000000000002,-2.6402745246887207,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.2,0.2,nan,9.206053833097422e-05,128,0
fixed_rm,1,10,full_rm,onehot,96,2,1,0.1946666666666665,-2.829271411895752,0.0,0.0,-0.19466666666666685,0.5,0.0,0.8333333333333334,0.2,0.2,nan,0.0006088777873982839,128,0
fixed_rm,1,10,full_rm,onehot,96,2,2,0.15933333333333313,-3.2165686388810477,-0.035333333333333355,-0.04537671232876715,-0.008833333333333512,0.7386558219178082,0.0,0.8333333333333334,0.2,0.2,nan,0.001212068149824509,128,0
fixed_rm,1,10,full_rm,onehot,96,2,3,0.05466666666666644,-2.8483343491951625,-0.14000000000000004,-0.17979452054794526,0.029777777777777605,0.78824200913242,0.0,0.8333333333333334,0.2,0.2,nan,0.0004416073374816982,128,0
fixed_rm,1,10,full_rm,onehot,96,2,4,0.5359999999999999,-3.1129748225212097,0.0,0.0,0.09616666666666648,0.6072916666666666,0.0,0.8333333333333334,0.2,0.2,nan,0.0006441801186586358,128,0
fixed_rm,1,10,full_rm,onehot,96,2,5,0.6493333333333332,-1.5292871539791426,0.0,0.0,0.19546666666666646,0.6319999999999999,0.0,0.8333333333333334,0.2,0.2,nan,0.0008134594645274391,128,0
fixed_rm,1,10,full_rm,onehot,96,2,6,0.3313333333333332,-2.5044771869977316,-0.318,-0.2578378378378378,0.24461111111111095,0.6718468468468468,0.0,0.8333333333333334,0.2,0.2,nan,0.0007498827132825267,128,0
fixed_rm,1,10,full_rm,onehot,96,2,7,0.3866666666666665,-0.8289572079976399,-0.2626666666666667,-0.212972972972973,0.2609523809523808,0.685096525096525,0.0,0.8333333333333334,0.2,0.2,nan,0.0008210633048091547,128,0
fixed_rm,1,10,full_rm,onehot,96,2,8,0.5019999999999998,-1.4055345912774404,-0.14733333333333343,-0.11945945945945953,0.2838749999999998,0.7036824324324324,0.0,0.8333333333333334,0.2,0.2,nan,0.00042087972517251517,128,0
fixed_rm,1,10,full_rm,onehot,96,2,9,0.4646666666666666,-1.8409831712643305,-0.1846666666666666,-0.14972972972972967,0.3060370370370369,0.7216516516516517,0.0,0.8333333333333334,0.2,0.2,nan,0.0004131053686429033,128,0
fixed_rm,1,10,full_rm,onehot,96,2,10,0.6673333333333334,-0.6675041764974594,0.0,0.0,0.3320333333333332,0.7320458177943525,0.0,0.8333333333333334,0.2,0.2,nan,0.0014698750481128408,128,0
fixed_rm,1,10,full_rm,onehot,96,2,11,0.41866666666666646,-0.8138812412818273,-0.24866666666666698,-0.19872136387852976,0.3512121212121211,0.7473724996367509,0.0,0.8333333333333334,0.2,0.2,nan,0.0014670312999291446,128,0
fixed_rm,1,10,full_rm,onehot,96,2,12,0.6853333333333331,-1.1731136113405227,0.0,0.0,0.3679444444444443,0.7499562324929973,0.0,0.8333333333333334,0.2,0.2,nan,0.0013178751524569351,128,0
fixed_rm,1,10,full_rm,onehot,96,2,13,0.5633333333333332,-0.8776483813921611,-0.12199999999999989,-0.09611344537815117,0.38766666666666655,0.7654936974789915,0.0,0.8333333333333334,0.2,0.2,nan,0.0004883813140220653,128,0
fixed_rm,1,10,full_rm,onehot,96,2,14,0.7133333333333333,-0.37712084253629047,0.0,0.0,0.4055714285714284,0.7627734547056233,0.0,0.8333333333333334,0.2,0.2,nan,0.0015616758773263628,128,0
fixed_rm,1,10,full_rm,onehot,96,2,15,0.6699999999999998,-1.2196617687741915,-0.043333333333333446,-0.03340184994861262,0.4246444444444443,0.7774751627269614,0.0,0.8333333333333334,0.2,0.2,nan,0.000744639992957726,128,0
fixed_rm,1,10,full_rm,onehot,96,2,16,0.8006666666666667,-0.4836014633377393,0.0,0.0,0.44406249999999986,0.7424620847376022,0.0,0.8333333333333334,0.2,0.2,nan,0.0009640268635975922,128,0
fixed_rm,1,10,full_rm,onehot,96,2,17,0.4953333333333332,-0.16618386109670003,-0.30533333333333357,-0.22051035146846426,0.4560588235294116,0.7511257752980826,0.0,0.8333333333333334,0.2,0.2,nan,0.0005576076098382664,128,0
fixed_rm,1,10,full_rm,onehot,96,2,18,0.8146666666666665,0.2678326884905497,0.0,0.0,0.4671111111111111,0.7515093740069908,0.0,0.8333333333333334,0.2,0.2,nan,0.0007691715276352139,128,0
fixed_rm,1,10,full_rm,onehot,96,2,19,0.8226666666666667,-0.269198377430439,0.0,0.0,0.48561403508771916,0.7603891244699426,0.0,0.8333333333333334,0.2,0.2,nan,0.0010893102585974343,128,0
fixed_rm,1,10,full_rm,onehot,96,2,20,0.8326666666666667,-0.16554163893063864,0.0,0.0,0.5027166666666666,0.7670941176470586,0.0,0.8333333333333334,0.2,0.2,nan,0.00016358547117406895,128,0
fixed_rm,1,10,full_rm,onehot,96,2,21,0.7886666666666667,0.10867714136838913,-0.04399999999999993,-0.031058823529411708,0.5173809523809523,0.7774453781512605,0.0,0.8333333333333334,0.2,0.2,nan,0.00041924605310847103,128,0
fixed_rm,1,10,full_rm,onehot,96,2,22,0.6766666666666665,0.7128456046183904,-0.15600000000000014,-0.1101176470588236,0.5271666666666665,0.7843529411764705,0.0,0.8333333333333334,0.2,0.2,nan,0.000920431875405155,128,0
fixed_rm,1,10,full_rm,onehot,96,2,23,0.3639999999999998,1.1511092861493428,-0.46866666666666684,-0.33082352941176474,0.5268695652173913,0.7841432225063938,0.0,0.8333333333333334,0.2,0.2,nan,0.0017450768594549143,128,0
fixed_rm,1,10,full_rm,onehot,96,2,24,0.2933333333333331,0.9819153606891632,-0.5393333333333336,-0.3807058823529412,0.5186111111111109,0.778313725490196,0.0,0.8333333333333334,0.2,0.2,nan,0.001711965584642523,128,0
fixed_rm,2,10,full_rm,onehot,96,2,0,-0.15133333333333354,-3.2233159065246584,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.2,nan,0.0001920331965266395,128,0
fixed_rm,2,10,full_rm,onehot,96,2,1,-0.19266666666666696,-2.1747539699077607,-0.041333333333333416,0.0,-0.17200000000000026,0.0,0.0,0.8,0.2,0.2,nan,0.00032754656737041254,128,0
fixed_rm,2,10,full_rm,onehot,96,2,2,-0.21200000000000022,0.26733208298683164,-0.060666666666666674,0.0,-0.18716666666666693,0.0,0.0,0.8,0.2,0.2,nan,0.0005849712373573704,128,0
fixed_rm,2,10,full_rm,onehot,96,2,3,-0.1980000000000003,-1.5308231194814046,-0.046666666666666745,0.0,-0.19311111111111137,0.0,0.0,0.8,0.2,0.2,nan,0.00016036130152021703,128,0
fixed_rm,2,10,full_rm,onehot,96,2,4,-0.35000000000000037,-1.4023893733819326,-0.19866666666666682,0.0,-0.21333333333333362,0.0,0.0,0.8,0.2,0.2,nan,0.0001710964627980254,128,0
fixed_rm,2,10,full_rm,onehot,96,2,5,-0.004666666666666893,0.4196861783663432,0.0,0.0,-0.2061333333333336,-0.37363636363636415,0.0,0.8,0.2,0.2,nan,0.0004093801999956521,128,0
fixed_rm,2,10,full_rm,onehot,96,2,6,0.23933333333333315,-0.520645513633887,0.0,0.0,-0.15222222222222248,-0.0022753128555177277,0.0,0.8,0.2,0.2,nan,8.760447831935672e-05,128,0
fixed_rm,2,10,full_rm,onehot,96,2,7,0.5693333333333331,0.2646133025487264,0.0,0.0,-0.07271428571428595,0.10909211047971457,0.0,0.8,0.2,0.2,nan,0.0009706275407350572,128,0
fixed_rm,2,10,full_rm,onehot,96,2,8,0.4226666666666665,0.1795023520787557,-0.1466666666666666,-0.2035152636447733,-0.0016250000000002374,0.20773589269195183,0.0,0.8,0.2,0.2,nan,0.0003055276082921943,128,0
fixed_rm,2,10,full_rm,onehot,96,2,9,0.16733333333333314,-0.6106909463802973,-0.402,-0.5578168362627197,0.03133333333333311,0.2534690101757632,0.0,0.8,0.2,0.2,nan,0.0017364180637793481,128,0
fixed_rm,2,10,full_rm,onehot,96,2,10,0.5973333333333332,1.176329219341278,0.0,0.0,0.06643333333333307,0.2908726625111308,0.0,0.8,0.2,0.2,nan,0.0012309798099624605,128,0
fixed_rm,2,10,full_rm,onehot,96,2,11,0.3466666666666665,0.5550775855779648,-0.25066666666666665,-0.33481745325022255,0.10330303030303006,0.34011980895329064,0.0,0.8,0.2,0.2,nan,0.0006026370237402366,128,0
fixed_rm,2,10,full_rm,onehot,96,2,12,-0.07333333333333357,2.6807528038819632,-0.6706666666666667,-0.8958147818343722,0.10608333333333313,0.343833481745325,0.0,0.8,0.2,0.2,nan,0.005409606433153949,128,0
fixed_rm,2,10,full_rm,onehot,96,2,13,0.5806666666666664,2.0012305090824762,-0.01666666666666672,-0.022261798753339338,0.11743589743589723,0.358997191588465,0.0,0.8,0.2,0.2,nan,0.002559685836887519,128,0
fixed_rm,2,10,full_rm,onehot,96,2,14,0.5413333333333333,4.275110577046871,-0.05599999999999983,-0.07479964381121972,0.14911904761904748,0.4013166263834118,0.0,0.8,0.2,0.2,nan,0.004654475919829251,128,0
fixed_rm,2,10,full_rm,onehot,96,2,15,0.6726666666666665,3.897583309809367,0.0,0.0,0.17964444444444422,0.4016720604099244,0.0,0.8,0.2,0.2,nan,0.0013510836093551248,128,0
fixed_rm,2,10,full_rm,onehot,96,2,16,0.5873333333333334,5.142988721529643,-0.08533333333333315,-0.10355987055016158,0.20779166666666646,0.4358313106796116,0.0,0.8,0.2,0.2,nan,0.007598920542184036,128,0
fixed_rm,2,10,full_rm,onehot,96,2,17,0.17866666666666647,5.309583614269893,-0.49400000000000005,-0.5995145631067962,0.21809803921568613,0.4483390443556064,0.0,0.8,0.2,0.2,nan,0.004976425558602032,128,0
fixed_rm,2,10,full_rm,onehot,96,2,18,0.4999999999999999,8.013663326452177,-0.17266666666666663,-0.209546925566343,0.2248333333333331,0.4565129449838187,0.0,0.8,0.2,0.2,nan,0.006579427113934206,128,0
fixed_rm,2,10,full_rm,onehot,96,2,19,-0.6266666666666669,4.678829734524091,-1.2993333333333335,-1.5768608414239482,0.20966666666666647,0.4381067961165049,0.0,0.8,0.2,0.2,nan,0.011921545817535469,128,0
fixed_rm,2,10,full_rm,onehot,96,2,20,0.5079999999999998,12.95536836385727,-0.16466666666666674,-0.19983818770226544,0.19621666666666646,0.42178398058252425,0.0,0.8,0.2,0.2,nan,0.012893289838754362,128,0
fixed_rm,2,10,full_rm,onehot,96,2,21,-0.340666666666667,12.367624886830647,-1.0133333333333336,-1.2297734627831718,0.1908571428571426,0.4152797041146556,0.0,0.8,0.2,0.2,nan,0.0009801804592497897,128,0
fixed_rm,2,10,full_rm,onehot,96,2,22,-0.2753333333333336,14.881417008241018,-0.9480000000000002,-1.150485436893204,0.16818181818181796,0.3877611062077082,0.0,0.8,0.2,0.2,nan,0.002607431354249546,128,0
fixed_rm,2,10,full_rm,onehot,96,2,23,-0.5000000000000003,10.118895138303438,-1.1726666666666667,-1.4231391585760518,0.144014492753623,0.35843182777543264,0.0,0.8,0.2,0.2,nan,0.0009959978677207672,128,0
fixed_rm,2,10,full_rm,onehot,96,2,24,-0.033333333333333534,8.5672187363108,-0.7060000000000001,-0.8567961165048544,0.1269027777777776,0.3376651833872708,0.0,0.8,0.2,0.2,nan,0.001982115672698829,128,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,0,-0.2233333333333336,-1.8885416408379874,0.0,0.0,0.0,0.0,0.0,0.7833333333333333,0.2,0.2,nan,0.00014047799889899435,128,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,1,-0.2593333333333336,-0.560210294276476,-0.035999999999999976,0.0,-0.2413333333333336,0.0,0.0,0.7833333333333333,0.2,0.2,nan,5.882516754244905e-05,128,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,2,-0.06466666666666689,-1.5937240213155746,0.0,0.0,-0.2016666666666669,0.13655462184873962,0.0,0.7833333333333333,0.2,0.2,nan,0.00039219177789272095,128,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,3,-0.28600000000000025,-1.9990964074929556,-0.22133333333333338,-1.394957983193277,-0.1928888888888891,0.19187675070028026,0.0,0.7833333333333333,0.2,0.2,nan,7.340863602214555e-05,128,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,4,-0.24866666666666692,-0.6735309739907582,-0.18400000000000005,-1.1596638655462184,-0.21150000000000024,0.07457983193277326,0.0,0.7833333333333333,0.2,0.2,nan,2.2211257601230848e-05,128,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,5,0.25333333333333313,0.02403275966644287,0.0,0.0,-0.16873333333333357,0.11454545454545459,3.083961334452033,0.7666666666666667,0.2,0.2,nan,0.0022152429764901852,176,1
vanilla_updated_rm,0,10,full_rm,onehot,96,2,6,0.41333333333333316,-0.7218264619509379,0.0,0.0,-0.08505555555555575,0.21719022687609085,3.083961334452033,0.7666666666666667,0.2,0.2,nan,0.0004794106098164484,176,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,7,0.3433333333333331,-0.7176319708426794,-0.07000000000000006,-0.10994764397905768,-0.018857142857143044,0.3211667913238595,3.083961334452033,0.7666666666666667,0.2,0.2,nan,0.0003834580385653208,176,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,8,0.032666666666666476,-2.960174020131429,-0.3806666666666667,-0.5979057591623037,0.00699999999999977,0.3617801047120419,3.083961334452033,0.7666666666666667,0.2,0.2,nan,0.0008885182036618391,176,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,9,-0.023333333333333577,-2.3849878509839377,-0.43666666666666676,-0.6858638743455499,0.006740740740740485,0.36137289121582317,3.083961334452033,0.7666666666666667,0.2,0.2,nan,0.00017270622140594692,176,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,10,0.4526666666666665,-2.9878184616565706,0.0,0.0,0.027533333333333097,0.37110453648915187,2.9786382861435414,0.75,0.2,0.2,nan,0.0016818069374900286,224,1
vanilla_updated_rm,0,10,full_rm,onehot,96,2,11,0.6706666666666667,-2.813908052444458,0.0,0.0,0.07609090909090885,0.33492644566470053,2.9786382861435414,0.75,0.2,0.2,nan,0.0033127150365747987,224,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,12,0.7246666666666666,-3.1208568890889485,0.0,0.0,0.12788888888888872,0.37048757618377876,2.9786382861435414,0.75,0.2,0.2,nan,0.0010658879333127265,224,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,13,0.6173333333333333,-1.9993614594141642,-0.10733333333333328,-0.11322081575246125,0.16966666666666647,0.41455696202531644,2.9786382861435414,0.75,0.2,0.2,nan,0.000913778596214008,224,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,14,0.7693333333333333,-1.8120636860529582,0.0,0.0,0.2070714285714285,0.43358438069653654,2.9786382861435414,0.75,0.2,0.2,nan,0.00039287869924477714,224,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,15,0.8340000000000001,-4.288954567909241,0.0,0.0,0.246711111111111,0.44455653635981507,4.896623706817627,0.7166666666666667,0.2,0.2,nan,0.005020825266810062,272,1
vanilla_updated_rm,0,10,full_rm,onehot,96,2,16,0.7959999999999999,-3.7143463850021363,-0.038000000000000145,-0.0359394703657,0.28222916666666653,0.4781486443883985,4.896623706817627,0.7166666666666667,0.2,0.2,nan,0.002721766430618811,272,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,17,0.8106666666666666,-3.5423213044802346,-0.023333333333333428,-0.022068095838587723,0.3128823529411763,0.5071396780654254,4.896623706817627,0.7166666666666667,0.2,0.2,nan,0.0010110263265550683,272,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,18,0.8386666666666666,-3.679194907347361,0.0,0.0,0.3413148148148146,0.5316837553184068,4.896623706817627,0.7166666666666667,0.2,0.2,nan,0.000782779340099315,272,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,19,0.8366666666666668,-4.775371742248535,-0.0019999999999997797,-0.0018832391713745568,0.367438596491228,0.5562824197971388,4.896623706817627,0.7166666666666667,0.2,0.2,nan,0.000725254995359396,272,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,20,0.8693333333333333,-6.910798947016398,0.0,0.0,0.3917166666666666,0.562888956680903,5.208850544691086,0.75,0.2,0.2,nan,0.004728043239614245,320,1
vanilla_updated_rm,0,10,full_rm,onehot,96,2,21,0.8593333333333332,-5.2087866306304935,-0.01000000000000012,-0.009151921903599864,0.41422222222222216,0.5834858653650601,5.208850544691086,0.75,0.2,0.2,nan,0.00359577281372217,320,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,22,0.8740000000000001,-6.34106072584788,0.0,0.0,0.43478787878787867,0.5997459405721859,5.208850544691086,0.75,0.2,0.2,nan,0.0004562836543557812,320,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,23,0.8719999999999999,-5.54274697303772,-0.002000000000000224,-0.001822600243013569,0.4538405797101448,0.6171086692376776,5.208850544691086,0.75,0.2,0.2,nan,0.0006336077063658197,320,0
vanilla_updated_rm,0,10,full_rm,onehot,96,2,24,0.8793333333333334,-6.248009530703227,0.0,0.0,0.4714166666666666,0.6300634824667473,5.208850544691086,0.75,0.2,0.2,nan,0.0013702671133037697,320,0
vanilla_updated_rm,1,10,full_rm,onehot,96,2,0,-0.5840000000000002,-2.6402745246887207,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.2,0.2,nan,9.206053833097422e-05,128,0
vanilla_updated_rm,1,10,full_rm,onehot,96,2,1,0.1946666666666665,-2.829271411895752,0.0,0.0,-0.19466666666666685,0.5,0.0,0.8333333333333334,0.2,0.2,nan,0.0006088777873982839,128,0
vanilla_updated_rm,1,10,full_rm,onehot,96,2,2,0.15933333333333313,-3.2165686388810477,-0.035333333333333355,-0.04537671232876715,-0.008833333333333512,0.7386558219178082,0.0,0.8333333333333334,0.2,0.2,nan,0.001212068149824509,128,0
vanilla_updated_rm,1,10,full_rm,onehot,96,2,3,0.05466666666666644,-2.8483343491951625,-0.14000000000000004,-0.17979452054794526,0.029777777777777605,0.78824200913242,0.0,0.8333333333333334,0.2,0.2,nan,0.0004416073374816982,128,0
vanilla_updated_rm,1,10,full_rm,onehot,96,2,4,0.5359999999999999,-3.1129748225212097,0.0,0.0,0.09616666666666648,0.6072916666666666,0.0,0.8333333333333334,0.2,0.2,nan,0.0006441801186586358,128,0
vanilla_updated_rm,1,10,full_rm,onehot,96,2,5,0.7926666666666666,-1.7044071833292642,0.0,0.0,0.20979999999999976,0.5766101694915253,3.5653615638613703,0.8166666666666667,0.2,0.2,nan,0.002977512556248868,176,1
vanilla_updated_rm,1,10,full_rm,onehot,96,2,6,0.09799999999999982,-2.941195724407832,-0.6946666666666668,-0.5046004842615012,0.24905555555555542,0.6051251008878127,3.5653615638613703,0.8166666666666667,0.2,0.2,nan,0.0037331627874362793,176,0
vanilla_updated_rm,1,10,full_rm,onehot,96,2,7,0.44999999999999984,-2.1664680620034535,-0.3426666666666668,-0.24891041162227606,0.25261904761904747,0.607713593912141,3.5653615638613703,0.8166666666666667,0.2,0.2,nan,0.0004522046106483398,176,0
vanilla_updated_rm,1,10,full_rm,onehot,96,2,8,0.4773333333333332,-0.9361798137426376,-0.3153333333333334,-0.22905569007263923,0.27899999999999986,0.6268765133171912,3.5653615638613703,0.8166666666666667,0.2,0.2,nan,0.0011460390930375806,176,0
vanilla_updated_rm,1,10,full_rm,onehot,96,2,9,0.4339999999999999,-2.5014533857504526,-0.35866666666666674,-0.26053268765133175,0.2986296296296295,0.6411353241861715,3.5653615638613703,0.8166666666666667,0.2,0.2,nan,0.0004128507490009925,176,0
vanilla_updated_rm,1,10,full_rm,onehot,96,2,10,0.7766666666666666,-3.422519979874293,-0.016000000000000014,-0.011622276029055698,0.3292999999999998,0.6634140435835351,5.2577641129493715,0.7833333333333333,0.2,0.2,nan,0.0054208929609811975,224,1
vanilla_updated_rm,1,10,full_rm,onehot,96,2,11,0.8253333333333333,-2.673516012231509,0.0,0.0,0.37218181818181806,0.6784639201857743,5.2577641129493715,0.7833333333333333,0.2,0.2,nan,0.0007145164452394919,224,0
vanilla_updated_rm,1,10,full_rm,onehot,96,2,12,0.8320000000000001,-3.3646964192390443,0.0,0.0,0.41022222222222215,0.702134337727558,5.2577641129493715,0.7833333333333333,0.2,0.2,nan,0.00026629231493636535,224,0
vanilla_updated_rm,1,10,full_rm,onehot,96,2,13,0.8246666666666668,-3.3188877513011295,-0.007333333333333303,-0.0051789077212805795,0.44238461538461527,0.7248478922207735,5.2577641129493715,0.7833333333333333,0.2,0.2,nan,0.0003518127737595911,224,0
vanilla_updated_rm,1,10,full_rm,onehot,96,2,14,0.8253333333333333,-1.8620579957962036,-0.006666666666666821,-0.004708097928437019,0.4697142857142857,0.7441485068603712,5.2577641129493715,0.7833333333333333,0.2,0.2,nan,0.0012088840554727155,224,0
vanilla_updated_rm,1,10,full_rm,onehot,96,2,15,0.8273333333333333,-4.888904507954916,-0.004666666666666819,-0.003295668549905945,0.4934888888888888,0.7609384808537349,6.0181316658854485,0.7833333333333333,0.2,0.2,nan,0.007510412112727458,272,1
vanilla_updated_rm,1,10,full_rm,onehot,96,2,16,0.8486666666666666,-4.125906558831533,0.0,0.0,0.5150208333333333,0.7671155188459748,6.0181316658854485,0.7833333333333333,0.2,0.2,nan,0.0016340660957013932,272,0
